,head,tail,label
0,Drug:6382,Protein:687,1
1,Drug:4451,Protein:1120,0
2,Drug:3324,Protein:1213,1
3,Drug:5888,Protein:2675,0
4,Drug:2546,Protein:1484,0
5,Drug:291,Protein:3397,0
6,Drug:2864,Protein:4247,0
7,Drug:1195,Protein:1471,1
8,Drug:5243,Protein:1507,0
9,Drug:5061,Protein:824,1
10,Drug:5853,Protein:693,0
11,Drug:5448,Protein:428,1
12,Drug:3635,Protein:67,1
13,Drug:6579,Protein:768,0
14,Drug:4553,Protein:1783,1
15,Drug:5811,Protein:3461,0
16,Drug:4599,Protein:3485,0
17,Drug:31,Protein:2075,0
18,Drug:3564,Protein:1188,1
19,Drug:2905,Protein:428,1
20,Drug:3104,Protein:2245,1
21,Drug:5552,Protein:1397,0
22,Drug:2119,Protein:3145,0
23,Drug:2450,Protein:611,1
24,Drug:4349,Protein:3972,1
25,Drug:3870,Protein:805,0
26,Drug:26,Protein:1765,1
27,Drug:551,Protein:3930,0
28,Drug:222,Protein:3918,1
29,Drug:2205,Protein:4014,0
30,Drug:2328,Protein:1285,0
31,Drug:4979,Protein:2046,0
32,Drug:583,Protein:552,0
33,Drug:400,Protein:1089,0
34,Drug:6696,Protein:2921,0
35,Drug:6766,Protein:2329,0
36,Drug:174,Protein:249,1
37,Drug:3306,Protein:3815,0
38,Drug:4571,Protein:1789,1
39,Drug:6226,Protein:3386,1
40,Drug:5710,Protein:1986,0
41,Drug:5633,Protein:989,0
42,Drug:3343,Protein:1926,1
43,Drug:2399,Protein:1649,1
44,Drug:1915,Protein:444,0
45,Drug:3601,Protein:2609,1
46,Drug:3730,Protein:2789,1
47,Drug:5837,Protein:3173,0
48,Drug:59,Protein:221,0
49,Drug:3112,Protein:3085,0
50,Drug:6370,Protein:168,1
51,Drug:3166,Protein:612,0
52,Drug:2399,Protein:3548,1
53,Drug:6115,Protein:4158,1
54,Drug:2380,Protein:876,1
55,Drug:5852,Protein:2414,1
56,Drug:1498,Protein:3952,0
57,Drug:1376,Protein:814,0
58,Drug:3654,Protein:145,0
59,Drug:4178,Protein:2571,1
60,Drug:2183,Protein:904,1
61,Drug:1236,Protein:3280,0
62,Drug:3392,Protein:4392,1
63,Drug:3109,Protein:919,1
64,Drug:4060,Protein:4132,0
65,Drug:4387,Protein:4176,0
66,Drug:4610,Protein:2921,0
67,Drug:4878,Protein:2297,0
68,Drug:3046,Protein:1914,0
69,Drug:2361,Protein:1295,0
70,Drug:49,Protein:819,1
71,Drug:1208,Protein:1629,0
72,Drug:5061,Protein:1923,1
73,Drug:5883,Protein:2217,0
74,Drug:1630,Protein:1216,0
75,Drug:867,Protein:2271,0
76,Drug:5731,Protein:3848,0
77,Drug:4977,Protein:3998,0
78,Drug:5787,Protein:1754,0
79,Drug:4584,Protein:2796,0
80,Drug:6680,Protein:1224,1
81,Drug:5811,Protein:4161,0
82,Drug:1245,Protein:903,1
83,Drug:1256,Protein:4074,0
84,Drug:5875,Protein:1008,0
85,Drug:6608,Protein:4298,1
86,Drug:374,Protein:1115,0
87,Drug:877,Protein:1740,1
88,Drug:3377,Protein:2767,0
89,Drug:3236,Protein:2749,0
90,Drug:5171,Protein:1459,0
91,Drug:3707,Protein:4272,0
92,Drug:4278,Protein:2815,1
93,Drug:5743,Protein:1985,0
94,Drug:2965,Protein:4336,1
95,Drug:2018,Protein:3455,1
96,Drug:204,Protein:3812,0
97,Drug:4882,Protein:2797,0
98,Drug:823,Protein:246,0
99,Drug:6116,Protein:2869,0
100,Drug:2284,Protein:3848,0
101,Drug:1062,Protein:3995,0
102,Drug:6352,Protein:4336,0
103,Drug:5051,Protein:3850,0
104,Drug:1158,Protein:648,1
105,Drug:3041,Protein:2171,1
106,Drug:933,Protein:225,0
107,Drug:2523,Protein:2440,0
108,Drug:3075,Protein:4458,0
109,Drug:1204,Protein:3854,0
110,Drug:3302,Protein:2929,1
111,Drug:917,Protein:1370,0
112,Drug:6272,Protein:3940,0
113,Drug:5839,Protein:424,0
114,Drug:4068,Protein:2354,1
115,Drug:3341,Protein:3192,0
116,Drug:1723,Protein:1012,1
117,Drug:3601,Protein:480,1
118,Drug:4979,Protein:206,0
119,Drug:2967,Protein:3475,0
120,Drug:2291,Protein:617,0
121,Drug:5153,Protein:1917,0
122,Drug:4161,Protein:1811,1
123,Drug:2623,Protein:226,1
124,Drug:6681,Protein:117,0
125,Drug:1000,Protein:3066,1
126,Drug:708,Protein:4131,0
127,Drug:1621,Protein:1098,1
128,Drug:5509,Protein:4231,0
129,Drug:2374,Protein:2319,1
130,Drug:4044,Protein:421,0
131,Drug:1527,Protein:2690,0
132,Drug:3372,Protein:1652,1
133,Drug:5196,Protein:2596,0
134,Drug:6776,Protein:1467,1
135,Drug:3883,Protein:1515,1
136,Drug:26,Protein:3904,0
137,Drug:1369,Protein:2788,0
138,Drug:5274,Protein:354,1
139,Drug:1000,Protein:3603,1
140,Drug:1681,Protein:203,1
141,Drug:497,Protein:4392,1
142,Drug:4632,Protein:1241,1
143,Drug:3118,Protein:3146,0
144,Drug:6784,Protein:2611,0
145,Drug:2455,Protein:1069,1
146,Drug:1248,Protein:1437,0
147,Drug:1760,Protein:1987,0
148,Drug:128,Protein:2452,0
149,Drug:1499,Protein:2107,1
150,Drug:2794,Protein:1930,1
151,Drug:955,Protein:1108,0
152,Drug:6402,Protein:4293,0
153,Drug:3275,Protein:2085,1
154,Drug:4430,Protein:1740,1
155,Drug:1278,Protein:29,1
156,Drug:2639,Protein:3637,0
157,Drug:4299,Protein:1438,1
158,Drug:4754,Protein:2107,1
159,Drug:2791,Protein:1691,0
160,Drug:3541,Protein:2355,0
161,Drug:1786,Protein:697,0
162,Drug:300,Protein:3016,0
163,Drug:741,Protein:4271,0
164,Drug:5721,Protein:328,1
165,Drug:253,Protein:3326,1
166,Drug:6035,Protein:3534,1
167,Drug:1408,Protein:3324,0
168,Drug:3006,Protein:2508,1
169,Drug:4573,Protein:1379,1
170,Drug:2399,Protein:2078,1
171,Drug:1721,Protein:376,0
172,Drug:2301,Protein:1604,0
173,Drug:3227,Protein:2426,1
174,Drug:582,Protein:1792,0
175,Drug:2328,Protein:3195,0
176,Drug:2124,Protein:3049,1
177,Drug:3572,Protein:4440,1
178,Drug:236,Protein:1631,1
179,Drug:6223,Protein:2920,0
180,Drug:1293,Protein:2340,0
181,Drug:1213,Protein:3953,0
182,Drug:2393,Protein:1144,0
183,Drug:2545,Protein:3654,0
184,Drug:140,Protein:1017,1
185,Drug:1593,Protein:3939,0
186,Drug:2566,Protein:3685,0
187,Drug:4186,Protein:3079,1
188,Drug:6763,Protein:2377,0
189,Drug:4806,Protein:1426,0
190,Drug:4885,Protein:802,0
191,Drug:4671,Protein:2793,0
192,Drug:4069,Protein:1543,0
193,Drug:4538,Protein:2267,0
194,Drug:3017,Protein:3453,0
195,Drug:1943,Protein:2247,1
196,Drug:6657,Protein:3761,1
197,Drug:1157,Protein:1876,0
198,Drug:2410,Protein:3503,1
199,Drug:2115,Protein:3157,0
200,Drug:4364,Protein:326,1
201,Drug:1778,Protein:2789,1
202,Drug:643,Protein:81,1
203,Drug:4763,Protein:2419,0
204,Drug:1337,Protein:1241,0
205,Drug:4965,Protein:759,1
206,Drug:3716,Protein:1541,1
207,Drug:6001,Protein:3466,0
208,Drug:1122,Protein:3544,1
209,Drug:3338,Protein:706,0
210,Drug:6413,Protein:343,0
211,Drug:4316,Protein:1514,1
212,Drug:1015,Protein:3926,1
213,Drug:5780,Protein:1739,1
214,Drug:5407,Protein:1924,0
215,Drug:670,Protein:3064,1
