,head,tail,label
0,Drug:4723,Protein:3974,1
1,Drug:148,Protein:2403,1
2,Drug:4208,Protein:1571,0
3,Drug:4598,Protein:2532,1
4,Drug:3572,Protein:3360,1
5,Drug:1127,Protein:152,0
6,Drug:2445,Protein:4386,0
7,Drug:5675,Protein:3016,0
8,Drug:5622,Protein:1740,1
9,Drug:526,Protein:1690,0
10,Drug:21,Protein:4439,1
11,Drug:2032,Protein:851,0
12,Drug:1720,Protein:2862,0
13,Drug:3909,Protein:1600,0
14,Drug:3561,Protein:1451,1
15,Drug:5458,Protein:1573,0
16,Drug:4040,Protein:1041,0
17,Drug:4960,Protein:1049,1
18,Drug:616,Protein:3555,1
19,Drug:5922,Protein:2738,0
20,Drug:183,Protein:1000,0
21,Drug:3746,Protein:2002,0
22,Drug:5629,Protein:3221,1
23,Drug:5710,Protein:3798,0
24,Drug:3531,Protein:666,1
25,Drug:3683,Protein:4146,1
26,Drug:420,Protein:2632,0
27,Drug:6052,Protein:2004,0
28,Drug:5845,Protein:1117,0
29,Drug:3986,Protein:1537,0
30,Drug:1285,Protein:1035,0
31,Drug:5426,Protein:3689,0
32,Drug:3747,Protein:2643,0
33,Drug:394,Protein:1275,0
34,Drug:5402,Protein:1659,0
35,Drug:4630,Protein:2261,1
36,Drug:6304,Protein:702,0
37,Drug:5673,Protein:3321,0
38,Drug:5647,Protein:1262,1
39,Drug:1964,Protein:3085,0
40,Drug:1659,Protein:1085,0
41,Drug:1287,Protein:1391,1
42,Drug:1477,Protein:4045,0
43,Drug:4330,Protein:1334,1
44,Drug:1356,Protein:4034,0
45,Drug:4776,Protein:4175,1
46,Drug:3979,Protein:2099,1
47,Drug:5036,Protein:594,0
48,Drug:4564,Protein:4042,0
49,Drug:363,Protein:1914,0
50,Drug:4247,Protein:600,1
51,Drug:2152,Protein:4382,1
52,Drug:6516,Protein:2077,0
53,Drug:5594,Protein:3588,0
54,Drug:2908,Protein:3761,1
55,Drug:1689,Protein:2018,0
56,Drug:4910,Protein:233,0
57,Drug:3577,Protein:2012,0
58,Drug:2322,Protein:2419,0
59,Drug:1231,Protein:1262,1
60,Drug:6238,Protein:2107,1
61,Drug:6606,Protein:1580,1
62,Drug:2173,Protein:1475,0
63,Drug:4031,Protein:3999,0
64,Drug:4963,Protein:33,1
65,Drug:233,Protein:1831,1
66,Drug:5892,Protein:2461,0
67,Drug:4557,Protein:1957,0
68,Drug:46,Protein:830,1
69,Drug:3412,Protein:562,0
70,Drug:2884,Protein:3289,1
71,Drug:1653,Protein:3479,1
72,Drug:5837,Protein:687,1
73,Drug:5854,Protein:2052,0
74,Drug:2001,Protein:1119,0
75,Drug:2654,Protein:3636,0
76,Drug:3733,Protein:1893,0
77,Drug:203,Protein:843,1
78,Drug:1557,Protein:2539,0
79,Drug:1998,Protein:1381,0
80,Drug:4777,Protein:687,1
81,Drug:596,Protein:217,0
82,Drug:4945,Protein:4215,0
83,Drug:3366,Protein:421,0
84,Drug:5068,Protein:2119,0
85,Drug:3393,Protein:3559,0
86,Drug:2850,Protein:1969,0
87,Drug:3454,Protein:3058,0
88,Drug:1505,Protein:23,0
89,Drug:4537,Protein:641,1
90,Drug:2773,Protein:729,1
91,Drug:3628,Protein:2121,0
92,Drug:5590,Protein:50,0
93,Drug:4281,Protein:2470,1
94,Drug:6532,Protein:2993,1
95,Drug:914,Protein:2603,1
96,Drug:4909,Protein:3604,0
97,Drug:3096,Protein:258,1
98,Drug:772,Protein:238,0
99,Drug:2362,Protein:1926,1
100,Drug:1270,Protein:1479,0
101,Drug:3694,Protein:501,0
102,Drug:212,Protein:1334,1
103,Drug:4461,Protein:3662,0
104,Drug:983,Protein:4406,1
105,Drug:5775,Protein:2476,0
106,Drug:1984,Protein:529,0
107,Drug:284,Protein:3242,1
108,Drug:4219,Protein:0,0
109,Drug:3877,Protein:3433,1
110,Drug:5417,Protein:574,0
111,Drug:1006,Protein:2391,0
112,Drug:865,Protein:350,0
113,Drug:5851,Protein:2046,1
114,Drug:5114,Protein:2103,0
115,Drug:368,Protein:1499,0
116,Drug:3432,Protein:3892,0
117,Drug:498,Protein:2148,0
118,Drug:6426,Protein:2452,0
119,Drug:781,Protein:504,0
120,Drug:1026,Protein:4239,1
121,Drug:2070,Protein:3305,0
122,Drug:4186,Protein:4171,1
123,Drug:6318,Protein:4091,0
124,Drug:2999,Protein:1695,0
125,Drug:3578,Protein:552,0
126,Drug:3060,Protein:3803,1
127,Drug:3140,Protein:261,0
128,Drug:247,Protein:2901,0
129,Drug:1984,Protein:1391,1
130,Drug:2177,Protein:2656,0
131,Drug:4357,Protein:2795,1
132,Drug:333,Protein:1567,1
133,Drug:3463,Protein:1975,0
134,Drug:3646,Protein:3506,1
135,Drug:2684,Protein:1149,0
136,Drug:4098,Protein:4135,1
137,Drug:2106,Protein:1394,1
138,Drug:624,Protein:603,0
139,Drug:2168,Protein:3200,0
140,Drug:475,Protein:428,1
141,Drug:344,Protein:3500,0
142,Drug:3669,Protein:1913,1
143,Drug:846,Protein:2301,1
144,Drug:2466,Protein:986,0
145,Drug:1416,Protein:300,0
146,Drug:62,Protein:4303,0
147,Drug:2029,Protein:3073,0
148,Drug:5131,Protein:1212,0
149,Drug:1520,Protein:1150,0
150,Drug:4204,Protein:2524,0
151,Drug:6644,Protein:1488,0
152,Drug:3245,Protein:3684,1
153,Drug:4946,Protein:3234,1
154,Drug:3298,Protein:4317,1
155,Drug:4267,Protein:1056,0
156,Drug:4268,Protein:2280,0
157,Drug:4121,Protein:2735,0
158,Drug:6221,Protein:7,1
159,Drug:474,Protein:2558,0
160,Drug:2149,Protein:711,0
161,Drug:2926,Protein:2145,0
162,Drug:300,Protein:1274,0
163,Drug:2719,Protein:4146,0
164,Drug:4943,Protein:3856,0
165,Drug:3145,Protein:4025,0
166,Drug:2715,Protein:2550,1
167,Drug:5454,Protein:2671,0
168,Drug:1664,Protein:1377,1
169,Drug:3006,Protein:2396,0
170,Drug:4007,Protein:2647,0
171,Drug:5179,Protein:4090,0
172,Drug:4352,Protein:2869,0
173,Drug:2079,Protein:2202,0
174,Drug:6761,Protein:1886,0
175,Drug:3041,Protein:4123,1
176,Drug:2435,Protein:4248,1
177,Drug:1805,Protein:533,0
178,Drug:5642,Protein:937,1
179,Drug:3573,Protein:92,0
180,Drug:815,Protein:1056,0
181,Drug:1393,Protein:3884,1
182,Drug:5163,Protein:2948,0
183,Drug:223,Protein:1257,0
184,Drug:2511,Protein:1847,1
185,Drug:4571,Protein:3697,0
186,Drug:4900,Protein:1417,0
187,Drug:2512,Protein:790,1
188,Drug:5391,Protein:3172,0
189,Drug:5949,Protein:3192,0
190,Drug:6353,Protein:4222,0
191,Drug:1802,Protein:3354,0
192,Drug:4640,Protein:1430,0
193,Drug:5369,Protein:2047,1
194,Drug:2987,Protein:3464,0
195,Drug:2505,Protein:585,0
196,Drug:5671,Protein:4323,0
197,Drug:4052,Protein:243,1
198,Drug:4342,Protein:2912,0
199,Drug:6026,Protein:1283,0
200,Drug:1383,Protein:386,0
201,Drug:3020,Protein:1692,0
202,Drug:126,Protein:4266,1
203,Drug:896,Protein:3465,0
204,Drug:2167,Protein:2371,1
205,Drug:5693,Protein:3300,0
206,Drug:6460,Protein:556,1
207,Drug:1571,Protein:854,0
208,Drug:6427,Protein:896,0
209,Drug:5724,Protein:484,0
210,Drug:5955,Protein:4262,0
211,Drug:809,Protein:3409,1
212,Drug:453,Protein:2261,0
213,Drug:3580,Protein:3502,0
214,Drug:4903,Protein:3586,0
215,Drug:4192,Protein:1961,1
216,Drug:1879,Protein:517,0
217,Drug:4985,Protein:4024,1
218,Drug:4862,Protein:109,1
219,Drug:2776,Protein:1262,1
220,Drug:4676,Protein:425,1
221,Drug:5959,Protein:1326,1
222,Drug:613,Protein:3538,0
223,Drug:3822,Protein:729,1
224,Drug:281,Protein:236,0
225,Drug:3668,Protein:618,0
226,Drug:3597,Protein:2756,0
227,Drug:1000,Protein:95,1
228,Drug:2437,Protein:4007,1
229,Drug:2450,Protein:2971,1
230,Drug:2477,Protein:4243,0
231,Drug:4729,Protein:545,0
232,Drug:6149,Protein:2474,1
233,Drug:2416,Protein:1155,0
234,Drug:1386,Protein:3166,0
235,Drug:4738,Protein:428,1
236,Drug:4799,Protein:3197,1
237,Drug:5358,Protein:3909,0
238,Drug:3626,Protein:2937,0
239,Drug:4961,Protein:2279,0
240,Drug:2608,Protein:155,1
241,Drug:1191,Protein:982,1
242,Drug:2055,Protein:1996,0
243,Drug:374,Protein:2106,0
244,Drug:6221,Protein:4219,1
245,Drug:1026,Protein:2469,0
246,Drug:4633,Protein:10,0
247,Drug:822,Protein:662,0
248,Drug:6415,Protein:2169,1
249,Drug:5799,Protein:3692,0
250,Drug:3410,Protein:1631,0
251,Drug:6539,Protein:2532,1
252,Drug:6332,Protein:805,0
253,Drug:464,Protein:1721,0
254,Drug:1801,Protein:3090,0
255,Drug:3374,Protein:835,1
256,Drug:3560,Protein:3405,0
257,Drug:2844,Protein:620,0
258,Drug:3284,Protein:4337,0
259,Drug:1553,Protein:1447,0
260,Drug:5649,Protein:3598,0
261,Drug:6097,Protein:4448,1
262,Drug:3446,Protein:2825,1
263,Drug:5571,Protein:1650,0
264,Drug:4537,Protein:865,1
265,Drug:2426,Protein:1868,1
266,Drug:5822,Protein:141,0
267,Drug:4312,Protein:2219,0
268,Drug:5172,Protein:4291,0
269,Drug:1000,Protein:559,1
270,Drug:4603,Protein:2987,0
271,Drug:4911,Protein:4349,1
272,Drug:5590,Protein:1648,1
273,Drug:4329,Protein:1344,1
274,Drug:3420,Protein:3863,0
275,Drug:220,Protein:641,1
276,Drug:1034,Protein:2984,0
277,Drug:913,Protein:159,0
278,Drug:4260,Protein:1061,0
279,Drug:4328,Protein:4406,1
280,Drug:6194,Protein:4280,0
281,Drug:2946,Protein:3524,0
282,Drug:3590,Protein:1458,0
283,Drug:87,Protein:3416,1
284,Drug:4468,Protein:431,1
285,Drug:793,Protein:2879,0
286,Drug:5140,Protein:3293,1
287,Drug:6365,Protein:1773,0
288,Drug:5132,Protein:4240,0
289,Drug:4102,Protein:1887,0
290,Drug:735,Protein:1950,0
291,Drug:6003,Protein:952,0
292,Drug:2393,Protein:2629,0
293,Drug:3910,Protein:400,0
294,Drug:4780,Protein:4220,0
295,Drug:5316,Protein:125,0
296,Drug:1959,Protein:4147,0
297,Drug:6283,Protein:1359,0
298,Drug:2866,Protein:4222,0
299,Drug:5107,Protein:1167,1
300,Drug:2101,Protein:790,0
301,Drug:1795,Protein:2597,1
302,Drug:4909,Protein:3289,0
303,Drug:3942,Protein:703,0
304,Drug:4409,Protein:208,1
305,Drug:6584,Protein:2959,0
306,Drug:2694,Protein:2641,0
307,Drug:6494,Protein:2952,0
308,Drug:5295,Protein:2603,1
309,Drug:3683,Protein:1436,1
310,Drug:4724,Protein:2637,0
311,Drug:1182,Protein:2401,1
312,Drug:6128,Protein:4010,1
313,Drug:4576,Protein:2878,0
314,Drug:4726,Protein:2037,0
315,Drug:2440,Protein:1574,0
316,Drug:1207,Protein:1377,1
317,Drug:1859,Protein:2403,1
318,Drug:6002,Protein:3229,1
319,Drug:3703,Protein:75,1
320,Drug:4679,Protein:1049,1
321,Drug:555,Protein:2032,0
322,Drug:5491,Protein:2808,0
323,Drug:2428,Protein:2605,0
324,Drug:2980,Protein:3921,1
325,Drug:5582,Protein:4078,1
326,Drug:1977,Protein:2703,1
327,Drug:5500,Protein:3926,1
328,Drug:3677,Protein:4368,1
329,Drug:6539,Protein:3942,1
330,Drug:5054,Protein:923,1
331,Drug:3091,Protein:1775,0
332,Drug:2094,Protein:2156,1
333,Drug:3332,Protein:903,1
334,Drug:6310,Protein:4272,0
335,Drug:5674,Protein:3630,0
336,Drug:3239,Protein:2750,1
337,Drug:5102,Protein:1337,0
338,Drug:1914,Protein:2494,1
339,Drug:2428,Protein:2357,0
340,Drug:3874,Protein:773,1
341,Drug:1000,Protein:658,1
342,Drug:4779,Protein:1262,1
343,Drug:6651,Protein:2068,1
344,Drug:5794,Protein:1715,1
345,Drug:1000,Protein:1561,1
346,Drug:374,Protein:69,1
347,Drug:3146,Protein:2047,1
348,Drug:4530,Protein:1414,1
349,Drug:4346,Protein:1602,1
350,Drug:1293,Protein:1653,0
351,Drug:4998,Protein:807,0
352,Drug:397,Protein:330,0
353,Drug:917,Protein:1370,0
354,Drug:1641,Protein:2283,0
355,Drug:3285,Protein:3468,1
356,Drug:3173,Protein:152,0
357,Drug:4722,Protein:1094,0
358,Drug:1000,Protein:3066,1
359,Drug:256,Protein:484,0
360,Drug:713,Protein:631,1
361,Drug:2845,Protein:2004,0
362,Drug:3626,Protein:2591,1
363,Drug:5124,Protein:230,1
364,Drug:6206,Protein:2719,0
365,Drug:6267,Protein:3825,0
366,Drug:6447,Protein:2693,0
367,Drug:1856,Protein:3813,0
368,Drug:2615,Protein:1980,0
369,Drug:285,Protein:774,1
370,Drug:4434,Protein:397,1
371,Drug:2637,Protein:2565,1
372,Drug:3635,Protein:2586,1
373,Drug:3993,Protein:2603,1
374,Drug:5125,Protein:4391,0
375,Drug:3190,Protein:1462,1
376,Drug:783,Protein:2974,0
377,Drug:2913,Protein:2906,1
378,Drug:6368,Protein:687,1
379,Drug:5608,Protein:2878,0
380,Drug:4057,Protein:324,0
381,Drug:4366,Protein:1710,1
382,Drug:2069,Protein:3683,0
383,Drug:911,Protein:3428,1
384,Drug:4269,Protein:4204,1
385,Drug:4656,Protein:4167,0
386,Drug:4380,Protein:145,0
387,Drug:5510,Protein:990,0
388,Drug:1583,Protein:1810,1
389,Drug:123,Protein:2052,1
390,Drug:1756,Protein:4188,0
391,Drug:4053,Protein:1034,0
392,Drug:4397,Protein:4336,0
393,Drug:2877,Protein:3629,0
394,Drug:528,Protein:360,1
395,Drug:2639,Protein:2531,0
396,Drug:1524,Protein:86,0
397,Drug:111,Protein:4010,1
398,Drug:1573,Protein:3544,1
399,Drug:5204,Protein:1086,1
400,Drug:447,Protein:3663,0
401,Drug:6340,Protein:2374,0
402,Drug:5111,Protein:2488,0
403,Drug:616,Protein:3353,1
404,Drug:3449,Protein:2910,0
405,Drug:324,Protein:3112,1
406,Drug:6075,Protein:1797,0
407,Drug:5183,Protein:1446,0
408,Drug:5608,Protein:196,1
409,Drug:4696,Protein:2628,1
410,Drug:2161,Protein:4141,0
411,Drug:3696,Protein:2057,0
412,Drug:392,Protein:2477,0
413,Drug:315,Protein:783,1
414,Drug:1782,Protein:755,0
415,Drug:4919,Protein:1488,0
416,Drug:5346,Protein:3232,1
417,Drug:1519,Protein:4448,1
418,Drug:3743,Protein:1022,0
419,Drug:2278,Protein:2899,0
420,Drug:3322,Protein:4326,1
421,Drug:5477,Protein:2733,1
422,Drug:5525,Protein:2846,0
423,Drug:3657,Protein:288,1
424,Drug:1089,Protein:876,0
425,Drug:839,Protein:1086,1
426,Drug:4113,Protein:1740,1
427,Drug:6503,Protein:1969,0
428,Drug:1018,Protein:911,1
429,Drug:6221,Protein:2533,1
430,Drug:2996,Protein:1616,0
431,Drug:2413,Protein:641,1
432,Drug:3027,Protein:3808,0
433,Drug:6478,Protein:2561,0
434,Drug:6694,Protein:1589,1
435,Drug:5255,Protein:3376,1
436,Drug:4410,Protein:4439,1
437,Drug:5589,Protein:2488,0
438,Drug:5852,Protein:2415,1
439,Drug:3474,Protein:1852,1
440,Drug:5524,Protein:103,1
441,Drug:2090,Protein:4324,1
442,Drug:6044,Protein:1334,1
443,Drug:4467,Protein:3644,0
444,Drug:4200,Protein:3958,0
445,Drug:5061,Protein:1104,1
446,Drug:2324,Protein:2931,1
447,Drug:1800,Protein:970,0
448,Drug:3179,Protein:4041,0
449,Drug:4492,Protein:894,1
450,Drug:3650,Protein:482,0
451,Drug:2715,Protein:2699,1
452,Drug:4548,Protein:648,0
453,Drug:1730,Protein:1579,1
454,Drug:1162,Protein:3022,1
455,Drug:4131,Protein:536,0
456,Drug:6096,Protein:3071,0
457,Drug:1622,Protein:4150,0
458,Drug:3754,Protein:957,1
459,Drug:4073,Protein:1163,0
460,Drug:442,Protein:2830,0
461,Drug:2162,Protein:1747,0
462,Drug:6221,Protein:628,1
463,Drug:1243,Protein:428,1
464,Drug:717,Protein:3592,0
465,Drug:3128,Protein:4134,0
466,Drug:6011,Protein:3972,1
467,Drug:3799,Protein:1737,1
468,Drug:255,Protein:3415,1
469,Drug:28,Protein:2822,0
470,Drug:638,Protein:22,0
471,Drug:848,Protein:3368,0
472,Drug:4756,Protein:3102,0
473,Drug:4449,Protein:2970,0
474,Drug:4032,Protein:2659,0
475,Drug:6130,Protein:2347,0
476,Drug:3775,Protein:2261,0
477,Drug:4264,Protein:876,1
478,Drug:3916,Protein:560,1
479,Drug:5231,Protein:4135,0
480,Drug:1198,Protein:2710,0
481,Drug:3755,Protein:3687,0
482,Drug:1985,Protein:2391,0
483,Drug:6261,Protein:3298,0
484,Drug:1829,Protein:2003,0
485,Drug:1793,Protein:2657,0
486,Drug:1701,Protein:4084,0
