,head,tail,label
0,Drug:3572,Protein:4220,1
1,Drug:5661,Protein:75,0
2,Drug:6078,Protein:1406,0
3,Drug:1180,Protein:1635,1
4,Drug:6394,Protein:495,1
5,Drug:5217,Protein:2247,1
6,Drug:4012,Protein:3809,0
7,Drug:1377,Protein:4448,1
8,Drug:4265,Protein:1767,0
9,Drug:2440,Protein:1108,1
10,Drug:2604,Protein:3645,0
11,Drug:6403,Protein:1349,1
12,Drug:3129,Protein:1157,0
13,Drug:4406,Protein:2836,0
14,Drug:1523,Protein:2626,0
15,Drug:1902,Protein:2631,0
16,Drug:589,Protein:3400,0
17,Drug:4649,Protein:698,0
18,Drug:6681,Protein:117,0
19,Drug:1483,Protein:953,1
20,Drug:1225,Protein:1326,1
21,Drug:2966,Protein:792,1
22,Drug:1439,Protein:4134,0
23,Drug:66,Protein:603,0
24,Drug:5061,Protein:4010,1
25,Drug:3169,Protein:2919,0
26,Drug:5660,Protein:230,1
27,Drug:2405,Protein:3380,1
28,Drug:6119,Protein:1602,1
29,Drug:3785,Protein:3588,0
30,Drug:162,Protein:428,1
31,Drug:6224,Protein:451,0
32,Drug:3099,Protein:2125,1
33,Drug:3664,Protein:75,1
34,Drug:5866,Protein:3395,0
35,Drug:4984,Protein:5,0
36,Drug:5362,Protein:3233,1
37,Drug:4394,Protein:2663,0
38,Drug:1488,Protein:3811,1
39,Drug:2864,Protein:4437,0
40,Drug:4320,Protein:77,0
41,Drug:5047,Protein:3665,1
42,Drug:2498,Protein:1420,0
43,Drug:2532,Protein:1380,1
44,Drug:5339,Protein:1740,1
45,Drug:2833,Protein:953,1
46,Drug:3613,Protein:2486,0
47,Drug:785,Protein:4049,0
48,Drug:5061,Protein:353,1
49,Drug:6121,Protein:440,0
50,Drug:1434,Protein:3217,0
51,Drug:6777,Protein:959,0
52,Drug:6507,Protein:1406,1
53,Drug:2840,Protein:1101,0
54,Drug:6082,Protein:4203,0
55,Drug:6232,Protein:2535,0
56,Drug:615,Protein:1512,0
57,Drug:326,Protein:2787,0
58,Drug:4413,Protein:2106,1
59,Drug:4364,Protein:4239,1
60,Drug:2115,Protein:2173,0
61,Drug:6207,Protein:4175,1
62,Drug:999,Protein:424,0
63,Drug:6149,Protein:1487,1
64,Drug:6047,Protein:1605,0
65,Drug:2001,Protein:1119,0
66,Drug:5346,Protein:2684,1
67,Drug:344,Protein:3260,1
68,Drug:2633,Protein:305,0
69,Drug:5170,Protein:1167,1
70,Drug:2542,Protein:4131,0
71,Drug:1876,Protein:972,1
72,Drug:3085,Protein:1567,1
73,Drug:2893,Protein:3027,1
74,Drug:1922,Protein:3778,1
75,Drug:1707,Protein:1551,0
76,Drug:2613,Protein:876,1
77,Drug:365,Protein:1027,0
78,Drug:2567,Protein:2304,0
79,Drug:5184,Protein:1924,0
80,Drug:6599,Protein:41,0
81,Drug:2081,Protein:1667,0
82,Drug:5605,Protein:1049,1
83,Drug:2857,Protein:3617,0
84,Drug:6221,Protein:94,0
85,Drug:3534,Protein:776,0
86,Drug:2796,Protein:1304,0
87,Drug:1348,Protein:2697,0
88,Drug:5600,Protein:4112,0
89,Drug:4952,Protein:4424,0
90,Drug:766,Protein:4100,0
91,Drug:399,Protein:3687,0
92,Drug:2225,Protein:2311,0
93,Drug:3645,Protein:1133,0
94,Drug:528,Protein:49,1
95,Drug:2106,Protein:811,1
96,Drug:3013,Protein:1411,0
97,Drug:3041,Protein:1418,1
98,Drug:174,Protein:249,1
99,Drug:5803,Protein:3159,1
100,Drug:4276,Protein:2544,0
101,Drug:5379,Protein:2414,1
102,Drug:5627,Protein:600,1
103,Drug:5281,Protein:855,1
104,Drug:4347,Protein:4368,1
105,Drug:3854,Protein:3395,0
106,Drug:1574,Protein:1103,0
