,head,tail,label
0,Drug:0,Protein:0,0
1,Drug:1,Protein:1,0
2,Drug:2,Protein:0,0
3,Drug:3,Protein:2,0
4,Drug:6,Protein:5,1
5,Drug:7,Protein:6,0
6,Drug:9,Protein:8,1
7,Drug:10,Protein:9,1
8,Drug:11,Protein:10,0
9,Drug:13,Protein:12,1
10,Drug:14,Protein:13,0
11,Drug:15,Protein:14,0
12,Drug:16,Protein:15,1
13,Drug:17,Protein:16,1
14,Drug:18,Protein:17,0
15,Drug:19,Protein:18,0
16,Drug:20,Protein:19,1
17,Drug:22,Protein:21,0
18,Drug:23,Protein:22,1
19,Drug:24,Protein:23,0
20,Drug:25,Protein:24,0
21,Drug:26,Protein:25,0
22,Drug:27,Protein:26,0
23,Drug:29,Protein:28,1
24,Drug:30,Protein:29,0
25,Drug:32,Protein:31,1
26,Drug:34,Protein:25,0
27,Drug:36,Protein:34,1
28,Drug:37,Protein:35,1
29,Drug:38,Protein:36,0
30,Drug:39,Protein:37,0
31,Drug:40,Protein:38,1
32,Drug:41,Protein:39,1
33,Drug:42,Protein:17,0
34,Drug:43,Protein:40,1
35,Drug:45,Protein:42,0
36,Drug:48,Protein:45,0
37,Drug:49,Protein:5,0
38,Drug:50,Protein:39,1
39,Drug:51,Protein:40,1
40,Drug:52,Protein:46,1
41,Drug:53,Protein:47,1
42,Drug:54,Protein:48,0
43,Drug:56,Protein:50,1
44,Drug:57,Protein:51,1
45,Drug:59,Protein:53,1
46,Drug:62,Protein:56,0
47,Drug:63,Protein:57,0
48,Drug:64,Protein:47,1
49,Drug:66,Protein:59,0
50,Drug:67,Protein:60,0
51,Drug:68,Protein:38,1
52,Drug:69,Protein:40,1
53,Drug:71,Protein:62,0
54,Drug:72,Protein:63,1
55,Drug:75,Protein:65,1
56,Drug:78,Protein:68,0
57,Drug:79,Protein:69,1
58,Drug:80,Protein:70,0
59,Drug:81,Protein:38,1
60,Drug:82,Protein:71,0
61,Drug:86,Protein:39,1
62,Drug:87,Protein:73,1
63,Drug:88,Protein:74,1
64,Drug:89,Protein:75,1
65,Drug:91,Protein:0,1
66,Drug:92,Protein:76,0
67,Drug:94,Protein:78,1
68,Drug:100,Protein:82,1
69,Drug:101,Protein:83,1
70,Drug:104,Protein:85,1
71,Drug:106,Protein:17,0
72,Drug:107,Protein:87,1
73,Drug:108,Protein:0,0
74,Drug:111,Protein:34,0
75,Drug:112,Protein:40,1
76,Drug:114,Protein:89,0
77,Drug:116,Protein:91,1
78,Drug:119,Protein:92,1
79,Drug:120,Protein:93,1
80,Drug:121,Protein:94,1
81,Drug:122,Protein:95,1
82,Drug:123,Protein:0,0
83,Drug:124,Protein:96,0
84,Drug:125,Protein:97,1
85,Drug:126,Protein:98,1
86,Drug:127,Protein:99,1
87,Drug:128,Protein:39,1
88,Drug:129,Protein:100,1
89,Drug:132,Protein:35,1
90,Drug:133,Protein:101,0
91,Drug:134,Protein:102,0
92,Drug:135,Protein:103,1
93,Drug:136,Protein:18,0
94,Drug:137,Protein:104,1
95,Drug:139,Protein:106,1
96,Drug:140,Protein:102,0
97,Drug:141,Protein:42,0
98,Drug:143,Protein:39,1
99,Drug:144,Protein:108,1
100,Drug:146,Protein:75,1
101,Drug:147,Protein:109,1
102,Drug:148,Protein:40,1
103,Drug:149,Protein:18,0
104,Drug:151,Protein:111,0
105,Drug:153,Protein:113,1
106,Drug:154,Protein:50,1
107,Drug:155,Protein:114,1
108,Drug:156,Protein:5,0
109,Drug:157,Protein:115,0
110,Drug:158,Protein:50,0
111,Drug:159,Protein:116,1
112,Drug:161,Protein:17,0
113,Drug:162,Protein:118,0
114,Drug:163,Protein:119,0
115,Drug:164,Protein:39,1
116,Drug:165,Protein:82,1
117,Drug:168,Protein:122,1
118,Drug:170,Protein:83,1
119,Drug:171,Protein:124,1
120,Drug:172,Protein:83,1
121,Drug:173,Protein:68,0
122,Drug:174,Protein:125,0
123,Drug:177,Protein:22,1
124,Drug:178,Protein:127,0
125,Drug:179,Protein:128,0
126,Drug:180,Protein:129,1
127,Drug:181,Protein:130,1
128,Drug:182,Protein:106,1
129,Drug:183,Protein:23,0
130,Drug:184,Protein:18,0
131,Drug:185,Protein:35,1
132,Drug:186,Protein:131,0
133,Drug:89,Protein:133,0
134,Drug:189,Protein:135,1
135,Drug:191,Protein:18,0
136,Drug:193,Protein:135,1
137,Drug:194,Protein:136,1
138,Drug:195,Protein:137,0
139,Drug:196,Protein:138,0
140,Drug:197,Protein:139,1
141,Drug:198,Protein:9,0
142,Drug:199,Protein:140,1
143,Drug:200,Protein:141,0
144,Drug:201,Protein:142,0
145,Drug:202,Protein:143,1
146,Drug:203,Protein:13,0
147,Drug:204,Protein:17,0
148,Drug:205,Protein:144,0
149,Drug:206,Protein:103,1
150,Drug:207,Protein:39,1
151,Drug:208,Protein:50,1
152,Drug:209,Protein:145,1
153,Drug:210,Protein:146,0
154,Drug:211,Protein:39,1
155,Drug:214,Protein:149,0
156,Drug:216,Protein:150,0
157,Drug:217,Protein:151,1
158,Drug:218,Protein:152,0
159,Drug:219,Protein:153,1
160,Drug:220,Protein:154,0
161,Drug:221,Protein:73,0
162,Drug:223,Protein:156,0
163,Drug:225,Protein:157,1
164,Drug:226,Protein:158,1
165,Drug:227,Protein:159,0
166,Drug:228,Protein:160,1
167,Drug:231,Protein:50,1
168,Drug:232,Protein:163,0
169,Drug:233,Protein:164,1
170,Drug:234,Protein:48,0
171,Drug:235,Protein:165,1
172,Drug:240,Protein:170,1
173,Drug:242,Protein:172,1
174,Drug:243,Protein:173,1
175,Drug:244,Protein:174,0
176,Drug:246,Protein:175,0
177,Drug:247,Protein:125,1
178,Drug:253,Protein:178,1
179,Drug:254,Protein:179,1
180,Drug:256,Protein:100,1
181,Drug:257,Protein:180,1
182,Drug:260,Protein:181,0
183,Drug:261,Protein:182,0
184,Drug:262,Protein:40,1
185,Drug:264,Protein:19,0
186,Drug:265,Protein:183,1
187,Drug:266,Protein:184,1
188,Drug:267,Protein:185,0
189,Drug:268,Protein:186,0
190,Drug:269,Protein:187,1
191,Drug:270,Protein:188,0
192,Drug:271,Protein:17,1
193,Drug:272,Protein:189,1
194,Drug:273,Protein:26,0
195,Drug:274,Protein:190,0
196,Drug:275,Protein:191,1
197,Drug:276,Protein:192,1
198,Drug:278,Protein:136,1
199,Drug:280,Protein:194,1
200,Drug:282,Protein:170,1
201,Drug:283,Protein:165,1
202,Drug:284,Protein:195,1
203,Drug:285,Protein:196,0
204,Drug:286,Protein:197,0
205,Drug:287,Protein:198,0
206,Drug:288,Protein:199,0
207,Drug:289,Protein:48,0
208,Drug:290,Protein:37,0
209,Drug:291,Protein:200,0
210,Drug:292,Protein:201,0
211,Drug:293,Protein:202,0
212,Drug:295,Protein:203,0
213,Drug:297,Protein:204,0
214,Drug:299,Protein:205,1
215,Drug:301,Protein:206,0
216,Drug:303,Protein:207,0
217,Drug:305,Protein:185,0
218,Drug:306,Protein:209,1
219,Drug:307,Protein:82,1
220,Drug:308,Protein:116,0
221,Drug:309,Protein:115,0
222,Drug:310,Protein:210,1
223,Drug:311,Protein:211,1
224,Drug:313,Protein:65,0
225,Drug:146,Protein:133,0
226,Drug:314,Protein:158,1
227,Drug:316,Protein:15,1
228,Drug:317,Protein:212,0
