,head,tail,label
0,Drug:1,Protein:1,0
1,Drug:6,Protein:5,1
2,Drug:8,Protein:7,0
3,Drug:10,Protein:9,1
4,Drug:14,Protein:13,0
5,Drug:16,Protein:15,1
6,Drug:17,Protein:16,1
7,Drug:18,Protein:17,0
8,Drug:19,Protein:18,0
9,Drug:20,Protein:19,1
10,Drug:21,Protein:20,1
11,Drug:22,Protein:21,0
12,Drug:24,Protein:23,0
13,Drug:25,Protein:24,0
14,Drug:27,Protein:26,0
15,Drug:28,Protein:27,1
16,Drug:29,Protein:28,1
17,Drug:30,Protein:29,0
18,Drug:31,Protein:30,1
19,Drug:32,Protein:31,1
20,Drug:33,Protein:32,0
21,Drug:35,Protein:33,0
22,Drug:36,Protein:34,1
23,Drug:37,Protein:35,1
24,Drug:39,Protein:37,0
25,Drug:41,Protein:39,1
26,Drug:42,Protein:17,0
27,Drug:43,Protein:40,1
28,Drug:44,Protein:41,0
29,Drug:45,Protein:42,0
30,Drug:46,Protein:43,0
31,Drug:47,Protein:44,0
32,Drug:48,Protein:45,0
33,Drug:49,Protein:5,0
34,Drug:50,Protein:39,1
35,Drug:51,Protein:40,1
36,Drug:52,Protein:46,1
37,Drug:55,Protein:49,1
38,Drug:56,Protein:50,1
39,Drug:57,Protein:51,1
40,Drug:59,Protein:53,1
41,Drug:61,Protein:55,1
42,Drug:62,Protein:56,0
43,Drug:63,Protein:57,0
44,Drug:65,Protein:58,1
45,Drug:66,Protein:59,0
46,Drug:67,Protein:60,0
47,Drug:69,Protein:40,1
48,Drug:70,Protein:61,1
49,Drug:71,Protein:62,0
50,Drug:72,Protein:63,1
51,Drug:73,Protein:64,0
52,Drug:76,Protein:66,0
53,Drug:77,Protein:67,1
54,Drug:79,Protein:69,1
55,Drug:82,Protein:71,0
56,Drug:83,Protein:7,0
57,Drug:84,Protein:66,0
58,Drug:85,Protein:72,0
59,Drug:86,Protein:39,1
60,Drug:87,Protein:73,1
61,Drug:88,Protein:74,1
62,Drug:89,Protein:75,1
63,Drug:90,Protein:64,0
64,Drug:92,Protein:76,0
65,Drug:93,Protein:77,0
66,Drug:94,Protein:78,1
67,Drug:97,Protein:81,1
68,Drug:98,Protein:7,0
69,Drug:100,Protein:82,1
70,Drug:101,Protein:83,1
71,Drug:102,Protein:33,1
72,Drug:103,Protein:84,1
73,Drug:104,Protein:85,1
74,Drug:105,Protein:86,1
75,Drug:106,Protein:17,0
76,Drug:107,Protein:87,1
77,Drug:109,Protein:77,0
78,Drug:110,Protein:72,1
79,Drug:111,Protein:34,0
80,Drug:112,Protein:40,1
81,Drug:113,Protein:88,1
82,Drug:114,Protein:89,0
83,Drug:115,Protein:90,1
84,Drug:116,Protein:91,1
85,Drug:117,Protein:7,0
86,Drug:120,Protein:93,1
87,Drug:121,Protein:94,1
88,Drug:124,Protein:96,0
89,Drug:125,Protein:97,1
90,Drug:126,Protein:98,1
91,Drug:127,Protein:99,1
92,Drug:128,Protein:39,1
93,Drug:129,Protein:100,1
94,Drug:132,Protein:35,1
95,Drug:133,Protein:101,0
96,Drug:134,Protein:102,0
97,Drug:135,Protein:103,1
98,Drug:136,Protein:18,0
99,Drug:137,Protein:104,1
100,Drug:139,Protein:106,1
101,Drug:140,Protein:102,0
102,Drug:141,Protein:42,0
103,Drug:143,Protein:39,1
104,Drug:144,Protein:108,1
105,Drug:145,Protein:77,0
106,Drug:146,Protein:75,1
107,Drug:147,Protein:109,1
108,Drug:148,Protein:40,1
109,Drug:149,Protein:18,0
110,Drug:150,Protein:110,0
111,Drug:151,Protein:111,0
112,Drug:152,Protein:112,0
113,Drug:153,Protein:113,1
114,Drug:154,Protein:50,1
115,Drug:155,Protein:114,1
116,Drug:156,Protein:5,0
117,Drug:157,Protein:115,0
118,Drug:158,Protein:50,0
119,Drug:42,Protein:20,0
120,Drug:160,Protein:117,0
121,Drug:161,Protein:17,0
122,Drug:162,Protein:118,0
123,Drug:163,Protein:119,0
124,Drug:164,Protein:39,1
125,Drug:165,Protein:82,1
126,Drug:166,Protein:120,0
127,Drug:167,Protein:121,1
128,Drug:168,Protein:122,1
129,Drug:170,Protein:83,1
130,Drug:171,Protein:124,1
131,Drug:172,Protein:83,1
132,Drug:174,Protein:125,0
133,Drug:176,Protein:126,1
134,Drug:178,Protein:127,0
135,Drug:179,Protein:128,0
136,Drug:180,Protein:129,1
137,Drug:181,Protein:130,1
138,Drug:182,Protein:106,1
139,Drug:183,Protein:23,0
140,Drug:184,Protein:18,0
141,Drug:185,Protein:35,1
142,Drug:186,Protein:131,0
143,Drug:187,Protein:132,0
144,Drug:89,Protein:133,0
145,Drug:188,Protein:134,1
146,Drug:189,Protein:135,1
147,Drug:191,Protein:18,0
148,Drug:193,Protein:135,1
149,Drug:194,Protein:136,1
150,Drug:195,Protein:137,0
151,Drug:196,Protein:138,0
152,Drug:197,Protein:139,1
153,Drug:198,Protein:9,0
154,Drug:200,Protein:141,0
155,Drug:201,Protein:142,0
156,Drug:202,Protein:143,1
157,Drug:203,Protein:13,0
158,Drug:204,Protein:17,0
159,Drug:205,Protein:144,0
160,Drug:206,Protein:103,1
161,Drug:207,Protein:39,1
162,Drug:208,Protein:50,1
163,Drug:211,Protein:39,1
164,Drug:213,Protein:148,1
165,Drug:215,Protein:72,1
166,Drug:216,Protein:150,0
167,Drug:217,Protein:151,1
168,Drug:218,Protein:152,0
169,Drug:219,Protein:153,1
170,Drug:220,Protein:154,0
171,Drug:221,Protein:73,0
172,Drug:222,Protein:155,0
173,Drug:223,Protein:156,0
174,Drug:225,Protein:157,1
175,Drug:226,Protein:158,1
176,Drug:228,Protein:160,1
177,Drug:230,Protein:162,0
178,Drug:231,Protein:50,1
179,Drug:232,Protein:163,0
180,Drug:238,Protein:168,1
181,Drug:239,Protein:169,0
182,Drug:240,Protein:170,1
183,Drug:241,Protein:171,0
184,Drug:243,Protein:173,1
185,Drug:244,Protein:174,0
186,Drug:245,Protein:7,0
187,Drug:247,Protein:125,1
188,Drug:248,Protein:176,1
189,Drug:249,Protein:43,0
190,Drug:251,Protein:77,0
191,Drug:252,Protein:177,1
192,Drug:253,Protein:178,1
193,Drug:254,Protein:179,1
194,Drug:255,Protein:61,1
195,Drug:256,Protein:100,1
196,Drug:257,Protein:180,1
197,Drug:258,Protein:77,0
198,Drug:260,Protein:181,0
199,Drug:261,Protein:182,0
200,Drug:262,Protein:40,1
201,Drug:264,Protein:19,0
202,Drug:265,Protein:183,1
203,Drug:266,Protein:184,1
204,Drug:267,Protein:185,0
205,Drug:268,Protein:186,0
206,Drug:269,Protein:187,1
207,Drug:271,Protein:17,1
208,Drug:273,Protein:26,0
209,Drug:274,Protein:190,0
210,Drug:275,Protein:191,1
211,Drug:276,Protein:192,1
212,Drug:278,Protein:136,1
213,Drug:280,Protein:194,1
214,Drug:282,Protein:170,1
215,Drug:284,Protein:195,1
216,Drug:287,Protein:198,0
217,Drug:290,Protein:37,0
218,Drug:292,Protein:201,0
219,Drug:293,Protein:202,0
220,Drug:295,Protein:203,0
221,Drug:296,Protein:67,1
222,Drug:297,Protein:204,0
223,Drug:300,Protein:7,0
224,Drug:301,Protein:206,0
225,Drug:302,Protein:32,0
226,Drug:303,Protein:207,0
227,Drug:305,Protein:185,0
228,Drug:307,Protein:82,1
229,Drug:309,Protein:115,0
230,Drug:310,Protein:210,1
231,Drug:311,Protein:211,1
232,Drug:312,Protein:77,0
233,Drug:146,Protein:133,0
234,Drug:314,Protein:158,1
235,Drug:316,Protein:15,1
236,Drug:317,Protein:212,0
237,Drug:318,Protein:213,0
238,Drug:319,Protein:214,1
239,Drug:320,Protein:182,0
240,Drug:322,Protein:169,0
241,Drug:227,Protein:216,0
242,Drug:324,Protein:41,0
243,Drug:327,Protein:218,0
244,Drug:328,Protein:17,0
245,Drug:329,Protein:214,0
246,Drug:331,Protein:219,1
247,Drug:333,Protein:220,1
248,Drug:334,Protein:221,0
249,Drug:335,Protein:222,0
250,Drug:336,Protein:72,0
251,Drug:337,Protein:32,0
252,Drug:338,Protein:223,1
253,Drug:339,Protein:224,1
254,Drug:340,Protein:137,0
255,Drug:341,Protein:18,0
256,Drug:342,Protein:72,0
257,Drug:343,Protein:225,1
258,Drug:344,Protein:24,0
259,Drug:345,Protein:32,0
260,Drug:346,Protein:42,0
261,Drug:348,Protein:122,0
262,Drug:349,Protein:66,0
263,Drug:350,Protein:226,1
264,Drug:351,Protein:227,0
265,Drug:352,Protein:228,1
266,Drug:353,Protein:77,0
267,Drug:354,Protein:229,0
268,Drug:356,Protein:75,1
269,Drug:357,Protein:7,0
270,Drug:362,Protein:230,1
271,Drug:363,Protein:101,1
272,Drug:364,Protein:231,0
273,Drug:366,Protein:43,1
274,Drug:367,Protein:232,1
275,Drug:368,Protein:233,1
276,Drug:79,Protein:142,1
277,Drug:369,Protein:235,0
278,Drug:371,Protein:158,0
279,Drug:373,Protein:237,1
280,Drug:374,Protein:148,1
281,Drug:376,Protein:238,0
282,Drug:377,Protein:239,0
283,Drug:242,Protein:241,1
284,Drug:380,Protein:18,0
285,Drug:381,Protein:50,1
286,Drug:383,Protein:182,0
287,Drug:384,Protein:242,0
288,Drug:386,Protein:244,0
289,Drug:387,Protein:111,0
290,Drug:388,Protein:245,0
291,Drug:389,Protein:91,0
