,head,tail,label
0,Drug:3725,Protein:139,0
1,Drug:2380,Protein:876,1
2,Drug:6186,Protein:656,0
3,Drug:776,Protein:986,0
4,Drug:5940,Protein:3255,1
5,Drug:4462,Protein:698,0
6,Drug:776,Protein:4183,0
7,Drug:5100,Protein:2425,1
8,Drug:1961,Protein:3284,0
9,Drug:2637,Protein:2565,1
10,Drug:2168,Protein:3200,0
11,Drug:2103,Protein:2346,0
12,Drug:2399,Protein:2039,1
13,Drug:4601,Protein:234,1
14,Drug:587,Protein:2985,0
15,Drug:2951,Protein:230,1
16,Drug:6533,Protein:934,0
17,Drug:4439,Protein:2689,0
18,Drug:3877,Protein:356,1
19,Drug:6774,Protein:530,1
20,Drug:1397,Protein:2037,0
21,Drug:3800,Protein:411,0
22,Drug:6330,Protein:396,0
23,Drug:6576,Protein:1230,1
24,Drug:6084,Protein:328,1
25,Drug:6676,Protein:1334,1
26,Drug:6138,Protein:2595,0
27,Drug:3672,Protein:3282,1
28,Drug:2366,Protein:4345,0
29,Drug:2477,Protein:1252,0
30,Drug:1000,Protein:1930,1
31,Drug:4343,Protein:1272,0
32,Drug:2548,Protein:2959,0
33,Drug:3732,Protein:4379,1
34,Drug:2656,Protein:2668,0
35,Drug:1881,Protein:923,1
36,Drug:4944,Protein:2028,0
37,Drug:6221,Protein:1800,1
38,Drug:6103,Protein:806,0
39,Drug:2634,Protein:3447,1
40,Drug:5667,Protein:593,0
41,Drug:688,Protein:3193,0
42,Drug:2079,Protein:3886,0
43,Drug:6507,Protein:2468,0
44,Drug:38,Protein:3293,1
45,Drug:2585,Protein:3423,1
46,Drug:935,Protein:3927,1
47,Drug:3655,Protein:786,1
48,Drug:5331,Protein:1852,1
49,Drug:3468,Protein:1318,0
50,Drug:633,Protein:2029,0
51,Drug:3690,Protein:3869,1
52,Drug:3459,Protein:3379,1
53,Drug:4215,Protein:4087,1
54,Drug:494,Protein:1744,0
55,Drug:883,Protein:2466,0
56,Drug:6302,Protein:2704,1
57,Drug:2634,Protein:2651,1
58,Drug:2112,Protein:1098,1
59,Drug:5385,Protein:2812,0
60,Drug:824,Protein:159,0
61,Drug:3783,Protein:3239,0
62,Drug:1369,Protein:2788,0
63,Drug:4400,Protein:2096,0
64,Drug:3877,Protein:1644,1
65,Drug:528,Protein:15,1
66,Drug:2768,Protein:3467,0
67,Drug:2885,Protein:4027,0
68,Drug:6751,Protein:1772,0
69,Drug:5462,Protein:346,0
70,Drug:1072,Protein:3869,1
71,Drug:5307,Protein:3112,1
72,Drug:3683,Protein:2375,1
73,Drug:4114,Protein:83,0
74,Drug:3613,Protein:1374,1
75,Drug:3683,Protein:1106,1
76,Drug:55,Protein:3371,1
77,Drug:4146,Protein:4467,1
78,Drug:5118,Protein:2904,1
79,Drug:5976,Protein:428,1
80,Drug:3476,Protein:3033,0
81,Drug:908,Protein:3141,1
82,Drug:5923,Protein:2243,0
83,Drug:5245,Protein:2403,1
84,Drug:4187,Protein:685,0
85,Drug:3341,Protein:1263,1
86,Drug:6771,Protein:1541,1
87,Drug:6255,Protein:3479,0
88,Drug:2617,Protein:3172,0
89,Drug:750,Protein:3406,1
90,Drug:2670,Protein:3892,0
91,Drug:5500,Protein:1944,0
92,Drug:1359,Protein:2921,1
93,Drug:2875,Protein:1844,0
94,Drug:5807,Protein:523,0
95,Drug:2902,Protein:1774,0
96,Drug:5243,Protein:2034,1
97,Drug:1519,Protein:4448,1
98,Drug:1919,Protein:2621,0
99,Drug:4466,Protein:2270,0
100,Drug:6756,Protein:1978,0
101,Drug:5282,Protein:1364,0
102,Drug:1511,Protein:1353,0
103,Drug:6542,Protein:249,1
104,Drug:3877,Protein:3043,1
105,Drug:2973,Protein:612,0
106,Drug:4985,Protein:1740,1
107,Drug:5,Protein:1589,1
108,Drug:4899,Protein:582,0
109,Drug:4769,Protein:3146,0
110,Drug:486,Protein:2119,0
111,Drug:1679,Protein:2057,0
112,Drug:4336,Protein:2089,0
113,Drug:1169,Protein:1309,0
114,Drug:3953,Protein:4323,0
115,Drug:4989,Protein:3284,0
116,Drug:684,Protein:1862,0
117,Drug:1439,Protein:3576,1
118,Drug:4621,Protein:3693,0
119,Drug:2093,Protein:3520,0
120,Drug:5381,Protein:152,0
121,Drug:4201,Protein:1108,1
122,Drug:888,Protein:1991,0
123,Drug:877,Protein:4068,1
124,Drug:615,Protein:1301,0
125,Drug:1388,Protein:2335,0
126,Drug:1513,Protein:2294,0
127,Drug:2513,Protein:3029,0
128,Drug:4272,Protein:1288,1
129,Drug:5307,Protein:1651,0
130,Drug:3182,Protein:3750,1
131,Drug:3161,Protein:3568,0
132,Drug:1127,Protein:2618,0
133,Drug:521,Protein:2010,0
134,Drug:6388,Protein:3972,1
135,Drug:641,Protein:4132,0
136,Drug:1382,Protein:2597,1
137,Drug:6247,Protein:3285,1
138,Drug:2507,Protein:2448,0
139,Drug:5359,Protein:4392,1
140,Drug:4857,Protein:234,0
141,Drug:4096,Protein:1647,1
142,Drug:276,Protein:898,0
143,Drug:1402,Protein:2622,0
144,Drug:3612,Protein:871,1
145,Drug:4755,Protein:1791,1
146,Drug:2062,Protein:1898,0
147,Drug:206,Protein:3014,0
148,Drug:1052,Protein:3665,1
149,Drug:1574,Protein:2520,1
150,Drug:1276,Protein:962,0
151,Drug:5970,Protein:3356,0
152,Drug:4680,Protein:3506,0
153,Drug:4594,Protein:153,0
154,Drug:5474,Protein:451,1
155,Drug:2301,Protein:1604,0
156,Drug:6573,Protein:1395,0
157,Drug:394,Protein:2226,0
158,Drug:3534,Protein:2435,0
159,Drug:5902,Protein:983,0
160,Drug:1652,Protein:1144,0
161,Drug:2544,Protein:1275,0
162,Drug:1446,Protein:977,0
163,Drug:3632,Protein:3968,0
164,Drug:7,Protein:4043,0
165,Drug:2666,Protein:77,0
166,Drug:485,Protein:2193,0
167,Drug:6371,Protein:4401,0
168,Drug:1461,Protein:3419,0
169,Drug:4822,Protein:3015,1
170,Drug:1609,Protein:13,1
171,Drug:3422,Protein:1696,0
172,Drug:2748,Protein:3898,0
173,Drug:3800,Protein:3878,1
174,Drug:4201,Protein:501,0
175,Drug:5396,Protein:563,0
176,Drug:4968,Protein:2890,0
177,Drug:1369,Protein:2771,0
178,Drug:5868,Protein:2694,0
179,Drug:3883,Protein:2368,1
180,Drug:3263,Protein:1868,1
181,Drug:2314,Protein:792,0
182,Drug:1818,Protein:2016,1
183,Drug:3209,Protein:4058,1
184,Drug:4364,Protein:1167,1
185,Drug:4341,Protein:3473,0
186,Drug:5624,Protein:544,0
187,Drug:5273,Protein:2088,0
188,Drug:2970,Protein:33,1
189,Drug:3647,Protein:1456,0
190,Drug:776,Protein:3715,0
191,Drug:2068,Protein:2130,0
192,Drug:4420,Protein:656,1
193,Drug:3535,Protein:2508,0
194,Drug:2659,Protein:2003,0
195,Drug:5826,Protein:3815,0
196,Drug:3877,Protein:4319,1
197,Drug:1004,Protein:1379,0
198,Drug:5504,Protein:1930,1
199,Drug:6237,Protein:747,0
200,Drug:267,Protein:922,0
201,Drug:6021,Protein:393,0
202,Drug:3555,Protein:2787,0
203,Drug:819,Protein:514,0
204,Drug:1988,Protein:2950,0
205,Drug:3034,Protein:1560,1
206,Drug:1132,Protein:3345,1
207,Drug:268,Protein:3401,0
208,Drug:2803,Protein:1541,1
209,Drug:1537,Protein:428,1
210,Drug:2457,Protein:535,0
211,Drug:5214,Protein:1851,0
212,Drug:1753,Protein:1283,0
213,Drug:1955,Protein:2807,0
214,Drug:1539,Protein:1538,0
215,Drug:2599,Protein:245,0
216,Drug:3587,Protein:2326,0
217,Drug:6608,Protein:1080,0
218,Drug:6516,Protein:1480,0
219,Drug:874,Protein:1930,1
220,Drug:3307,Protein:439,1
221,Drug:4138,Protein:1270,0
222,Drug:3112,Protein:966,0
223,Drug:6682,Protein:2788,0
224,Drug:2505,Protein:1464,1
225,Drug:551,Protein:1370,0
226,Drug:1946,Protein:2222,0
227,Drug:4409,Protein:1049,1
228,Drug:3446,Protein:3830,1
229,Drug:6644,Protein:1072,0
230,Drug:744,Protein:1359,0
231,Drug:4245,Protein:2028,1
232,Drug:6169,Protein:1220,1
233,Drug:3679,Protein:785,0
234,Drug:2631,Protein:1911,0
235,Drug:696,Protein:1740,1
236,Drug:6525,Protein:2649,1
237,Drug:924,Protein:2532,1
238,Drug:4377,Protein:1623,1
239,Drug:4253,Protein:4111,1
240,Drug:5705,Protein:2754,1
