,head,tail,label
0,Drug:5740,Protein:1723,0
1,Drug:3568,Protein:144,1
2,Drug:3760,Protein:2455,0
3,Drug:3410,Protein:739,0
4,Drug:1794,Protein:2073,0
5,Drug:2329,Protein:3352,0
6,Drug:1110,Protein:3193,0
7,Drug:3109,Protein:2688,0
8,Drug:3886,Protein:1389,0
9,Drug:4188,Protein:1799,1
10,Drug:1249,Protein:40,1
11,Drug:2998,Protein:3969,0
12,Drug:3192,Protein:4034,0
13,Drug:1758,Protein:2107,1
14,Drug:6047,Protein:1258,0
15,Drug:2556,Protein:4263,0
16,Drug:2999,Protein:1262,1
17,Drug:4398,Protein:996,0
18,Drug:6340,Protein:2084,0
19,Drug:6574,Protein:3854,0
20,Drug:407,Protein:4266,1
21,Drug:604,Protein:3392,0
22,Drug:2138,Protein:3610,0
23,Drug:2624,Protein:912,0
24,Drug:4479,Protein:2212,1
25,Drug:4362,Protein:2904,0
26,Drug:2623,Protein:4368,1
27,Drug:1276,Protein:2649,1
28,Drug:2107,Protein:900,0
29,Drug:4037,Protein:1406,1
30,Drug:4656,Protein:4167,0
31,Drug:2888,Protein:3201,0
32,Drug:3707,Protein:3809,1
33,Drug:6296,Protein:1130,0
34,Drug:179,Protein:976,1
35,Drug:4740,Protein:717,0
36,Drug:164,Protein:2176,0
37,Drug:5866,Protein:737,0
38,Drug:3173,Protein:500,0
39,Drug:5114,Protein:490,0
40,Drug:5381,Protein:241,0
41,Drug:1485,Protein:4351,1
42,Drug:5516,Protein:1930,1
43,Drug:5929,Protein:201,1
44,Drug:3155,Protein:3299,0
45,Drug:5100,Protein:790,0
46,Drug:2730,Protein:1417,0
47,Drug:1889,Protein:2380,0
48,Drug:1593,Protein:4015,0
49,Drug:2965,Protein:3746,0
50,Drug:1348,Protein:2547,0
51,Drug:3088,Protein:1337,0
52,Drug:590,Protein:704,0
53,Drug:4215,Protein:3541,0
54,Drug:5766,Protein:340,0
55,Drug:2785,Protein:1659,0
56,Drug:268,Protein:2865,1
57,Drug:2673,Protein:2850,0
58,Drug:1138,Protein:3625,1
59,Drug:5220,Protein:3543,0
60,Drug:4109,Protein:2180,0
61,Drug:6002,Protein:2746,0
62,Drug:2433,Protein:1542,0
63,Drug:2767,Protein:3092,0
64,Drug:1598,Protein:2597,1
65,Drug:878,Protein:4233,0
66,Drug:2307,Protein:1844,0
67,Drug:5258,Protein:3039,0
68,Drug:2846,Protein:1927,0
69,Drug:6655,Protein:2884,0
70,Drug:4460,Protein:4035,0
71,Drug:1347,Protein:2283,0
72,Drug:6151,Protein:698,0
73,Drug:3901,Protein:1823,0
74,Drug:6456,Protein:3592,0
