,head,tail,label
0,Drug:3046,Protein:687,1
1,Drug:2168,Protein:3200,0
2,Drug:6480,Protein:2840,0
3,Drug:2015,Protein:2782,0
4,Drug:1671,Protein:4157,0
5,Drug:819,Protein:2880,1
6,Drug:1174,Protein:4187,1
7,Drug:3025,Protein:4408,0
8,Drug:1070,Protein:376,0
9,Drug:3609,Protein:847,0
10,Drug:544,Protein:1527,0
11,Drug:2824,Protein:2979,0
12,Drug:1775,Protein:3395,1
13,Drug:4466,Protein:1477,0
14,Drug:6149,Protein:151,1
15,Drug:5068,Protein:3240,0
16,Drug:1647,Protein:601,0
17,Drug:2965,Protein:3982,1
18,Drug:5629,Protein:2123,0
19,Drug:975,Protein:4246,0
20,Drug:2399,Protein:1763,1
21,Drug:2438,Protein:4108,0
22,Drug:1740,Protein:2189,1
23,Drug:3939,Protein:1262,1
24,Drug:687,Protein:1095,1
25,Drug:2498,Protein:2403,1
26,Drug:5409,Protein:2056,0
27,Drug:3751,Protein:1387,0
28,Drug:4256,Protein:542,1
29,Drug:363,Protein:3847,0
30,Drug:374,Protein:3299,0
31,Drug:3073,Protein:4070,0
32,Drug:4675,Protein:418,0
33,Drug:5019,Protein:3320,1
34,Drug:378,Protein:1019,0
35,Drug:2907,Protein:1567,1
36,Drug:4776,Protein:851,1
37,Drug:102,Protein:4229,1
38,Drug:2455,Protein:3967,0
39,Drug:1152,Protein:1365,1
40,Drug:2771,Protein:860,0
41,Drug:3040,Protein:2814,0
42,Drug:3601,Protein:3676,1
43,Drug:128,Protein:2452,0
44,Drug:4399,Protein:14,0
45,Drug:3233,Protein:3739,0
46,Drug:1952,Protein:599,0
47,Drug:885,Protein:4020,0
48,Drug:4538,Protein:2267,0
49,Drug:5387,Protein:4241,0
50,Drug:1333,Protein:3013,1
51,Drug:1036,Protein:1526,0
52,Drug:2206,Protein:3618,0
53,Drug:3045,Protein:1098,1
54,Drug:5302,Protein:4009,0
55,Drug:5180,Protein:1261,0
56,Drug:3364,Protein:2087,0
57,Drug:3247,Protein:1657,0
58,Drug:5851,Protein:691,0
59,Drug:1829,Protein:106,0
60,Drug:5831,Protein:2313,0
61,Drug:935,Protein:3213,1
62,Drug:4185,Protein:903,1
63,Drug:2517,Protein:4287,0
64,Drug:2106,Protein:794,1
65,Drug:4544,Protein:3898,0
66,Drug:1021,Protein:160,0
67,Drug:6636,Protein:2261,0
68,Drug:98,Protein:3247,0
69,Drug:3221,Protein:3082,1
70,Drug:4177,Protein:4059,0
71,Drug:6359,Protein:2099,1
72,Drug:2801,Protein:1947,1
73,Drug:2388,Protein:63,0
74,Drug:6313,Protein:3447,1
75,Drug:1408,Protein:705,1
76,Drug:6586,Protein:1854,1
77,Drug:5093,Protein:3716,0
78,Drug:3997,Protein:1090,0
79,Drug:6702,Protein:3502,0
80,Drug:912,Protein:738,0
81,Drug:5608,Protein:3013,1
82,Drug:602,Protein:781,1
83,Drug:1854,Protein:687,1
84,Drug:4553,Protein:1727,1
85,Drug:315,Protein:3724,1
86,Drug:562,Protein:1259,0
87,Drug:1926,Protein:3206,1
88,Drug:2532,Protein:920,1
89,Drug:3524,Protein:230,1
90,Drug:883,Protein:3774,0
91,Drug:715,Protein:662,0
92,Drug:4498,Protein:2280,0
93,Drug:3357,Protein:416,1
94,Drug:2060,Protein:2068,1
